Complited in 7.178908
a[10][31] = 0.30156, 
a[40][65] = 0.0646303, 
a[40][66] = -0.255995, 
a[40][67] = 0.987831, 
a[40][68] = -0.0349898, 
a[40][69] = 0.304774, 
a[40][70] = 0.381403, 
a[40][71] = 0.957407, 
a[40][72] = 0.102675, 
a[40][73] = 0.712751, 
a[40][74] = 0.285051, 
a[40][75] = 0.46303, 
a[40][76] = -0.130829, 
a[40][77] = 0.366572, 
a[40][78] = 0.103447, 
a[40][79] = 0.605394, 
a[40][80] = 0.106931, 
a[40][81] = -0.315808, 
a[40][82] = 0.615379, 
a[40][83] = 0.576579, 
a[40][84] = 0.825402, 
a[40][85] = 0.543429, 
a[40][86] = 0.230296, 
a[40][87] = 0.611616, 
a[40][88] = 0.14254, 
a[40][89] = 0.687415, 
a[40][90] = 0.172432, 
a[40][91] = 0.470098, 
a[40][92] = 0.453708, 
a[40][93] = 0.482196, 
a[40][94] = 0.563065, 
a[40][95] = 0.211509, 
a[40][96] = 0.666879, 
a[40][97] = 0.190962, 
a[40][98] = 0.396184, 
a[40][99] = -0.508049, 

a[48][0] = 0.02, 
a[48][1] = 0.00923077, 
a[48][2] = 0.026562, 
a[48][3] = 0.00609988, 
a[48][4] = 0.00311218, 
a[48][5] = 0.00197691, 
a[48][6] = 0.000720298, 
a[48][7] = 0.000466802, 
a[48][8] = 7.03515e-05, 
a[48][9] = 4.30336e-05, 
a[48][10] = 6.55442e-06, 
a[48][11] = 1.07903e-06, 
a[48][12] = 1.36949e-07, 
a[48][13] = 1.96173e-08, 
a[48][14] = 2.0538e-09, 
a[48][15] = 3.14542e-09, 
a[48][16] = 2.21478e-09, 
a[48][17] = 5.02427e-10, 
a[48][18] = 8.63185e-10, 
a[48][19] = 6.15934e-10, 
a[48][20] = 5.17572e-10, 
a[48][21] = 5.62397e-10, 
a[48][22] = 1.37301e-10, 
a[48][23] = 3.35101e-11, 
a[48][24] = 7.2056e-12, 
a[48][25] = 1.17266e-11, 
a[48][26] = 8.11584e-12, 
a[48][27] = 3.79117e-12, 
a[48][28] = 2.03689e-12, 
a[48][29] = 1.32251e-12, 
a[48][30] = 7.54204e-13, 
a[48][31] = 5.49949e-13, 
a[48][32] = -4.34921e-14, 
a[48][33] = 1.90114e-13, 
a[48][34] = 1.71276e-13, 
a[48][35] = 9.35666e-14, 
a[48][36] = 1.94886e-14, 
a[48][37] = 1.56486e-14, 
a[48][38] = 5.69405e-15, 
a[48][39] = 1.49252e-14, 
a[48][40] = 5.39701e-15, 
a[48][41] = 2.98354e-15, 
a[48][42] = 2.37915e-15, 
a[48][43] = 1.60602e-15, 
a[48][44] = 1.88228e-16, 
a[48][45] = 1.84891e-16, 
a[48][46] = 8.52559e-17, 
a[48][47] = 1.15352e-17, 
a[48][48] = 1.76994e-17, 
a[48][49] = -0.572966, 
a[48][50] = -0.186498, 
a[48][51] = -0.917947, 
a[48][52] = -0.926194, 
a[48][53] = 0.29696, 
a[48][54] = -0.131854, 
a[48][55] = 0.611018, 
a[48][56] = 0.347143, 
a[48][57] = -0.118473, 
a[48][58] = 0.580444, 
a[48][59] = 0.284069, 
a[48][60] = -1.19845, 
a[48][61] = 0.152689, 
a[48][62] = -0.451185, 
a[48][63] = 0.12524, 
a[48][64] = 0.771879, 
a[48][65] = -0.011341, 
a[48][66] = 0.184547, 
a[48][67] = -0.620968, 
a[48][68] = -0.0914356, 
a[48][69] = -0.169635, 
a[48][70] = -0.765847, 
a[48][71] = -0.361073, 
a[48][72] = 0.617954, 
a[48][73] = -0.866766, 
a[48][74] = -0.17107, 
a[48][75] = -0.0750222, 
a[48][76] = -0.567109, 
a[48][77] = -0.317684, 
a[48][78] = -0.518435, 
a[48][79] = -0.0794708, 
a[48][80] = -0.210552, 
a[48][81] = 0.180434, 
a[48][82] = -0.616499, 
a[48][83] = 0.370822, 
a[48][84] = -0.00415405, 
a[48][85] = -1.02019, 
a[48][86] = -0.598562, 
a[48][87] = -0.498993, 
a[48][88] = -0.00640504, 
a[48][89] = -0.0312307, 
a[48][90] = 0.0103112, 
a[48][91] = -0.0659704, 
a[48][92] = -0.396536, 
a[48][93] = 0.237654, 
a[48][94] = -0.222504, 
a[48][95] = -0.094886, 
a[48][96] = 0.0685104, 
a[48][97] = -0.251867, 
a[48][98] = -0.272427, 
a[48][99] = -0.324675, 

a[56][0] = 0.0172414, 
a[56][1] = 0.00804598, 
a[56][2] = 0.023291, 
a[56][3] = 0.00556132, 
a[56][4] = 0.00306041, 
a[56][5] = 0.00200574, 
a[56][6] = 0.000749239, 
a[56][7] = 0.000548402, 
a[56][8] = 8.58218e-05, 
a[56][9] = 5.65349e-05, 
a[56][10] = 9.11928e-06, 
a[56][11] = 1.64828e-06, 
a[56][12] = 2.22626e-07, 
a[56][13] = 3.47693e-08, 
a[56][14] = 4.04519e-09, 
a[56][15] = 6.32727e-09, 
a[56][16] = 4.78625e-09, 
a[56][17] = 1.13512e-09, 
a[56][18] = -1.0094e-09, 
a[56][19] = 1.61706e-09, 
a[56][20] = 1.53757e-09, 
a[56][21] = 1.70343e-09, 
