Complited in 2.582368
a[9][44] = 0.351852, 
a[9][45] = 0.345455, 
a[9][46] = 0.339286, 
a[9][47] = 0.333333, 
a[9][48] = 0.327586, 
a[9][49] = 0.322034, 

a[13][0] = 0.0714286, 
a[13][1] = 0.0309524, 
a[13][2] = 0.0154762, 
a[13][3] = 0.00949813, 
a[13][4] = 0.00642836, 
a[13][5] = 0.00461593, 
a[13][6] = 0.00345136, 
a[13][7] = 0.00265876, 
a[13][8] = 0.00209614, 
a[13][9] = 0.00168364, 
a[13][10] = 0.00137329, 
a[13][11] = 0.00113481, 
a[13][12] = 0.000948268, 
a[13][13] = 0.037037, 
a[13][14] = 0.964286, 
a[13][15] = 0.931034, 
a[13][16] = 0.9, 
a[13][17] = 0.870968, 
a[13][18] = 0.84375, 
a[13][19] = 0.818182, 
a[13][20] = 0.794118, 
a[13][21] = 0.771429, 
a[13][22] = 0.75, 
a[13][23] = 0.72973, 
a[13][24] = 0.710526, 
a[13][25] = 0.692308, 
a[13][26] = 0.675, 
a[13][27] = 0.658537, 
a[13][28] = 0.642857, 
a[13][29] = 0.627907, 
a[13][30] = 0.613636, 
a[13][31] = 0.6, 
a[13][32] = 0.586957, 
a[13][33] = 0.574468, 
a[13][34] = 0.5625, 
a[13][35] = 0.55102, 
a[13][36] = 0.54, 
a[13][37] = 0.529412, 
a[13][38] = 0.519231, 
a[13][39] = 0.509434, 
a[13][40] = 0.5, 
a[13][41] = 0.490909, 
a[13][42] = 0.482143, 
a[13][43] = 0.473684, 
a[13][44] = 0.465517, 
a[13][45] = 0.457627, 
a[13][46] = 0.45, 
a[13][47] = 0.442623, 
a[13][48] = 0.435484, 
a[13][49] = 0.428571, 

a[17][0] = 0.0555556, 
a[17][1] = 0.0248538, 
a[17][2] = 0.0128411, 
a[17][3] = 0.00811694, 
a[17][4] = 0.00564198, 
a[17][5] = 0.00415071, 
a[17][6] = 0.00317318, 
a[17][7] = 0.00249492, 
a[17][8] = 0.00200447, 
a[17][9] = 0.00163849, 
a[17][10] = 0.00135848, 
a[17][11] = 0.00113986, 
a[17][12] = 0.000966247, 
a[17][13] = 0.000826376, 
a[17][14] = 0.000712282, 
a[17][15] = 0.000618203, 
a[17][16] = 0.000539882, 
a[17][17] = 0.0285714, 
a[17][18] = 0.972222, 
a[17][19] = 0.945946, 
a[17][20] = 0.921053, 
a[17][21] = 0.897436, 
a[17][22] = 0.875, 
a[17][23] = 0.853659, 
a[17][24] = 0.833333, 
a[17][25] = 0.813953, 
a[17][26] = 0.795455, 
a[17][27] = 0.777778, 
a[17][28] = 0.76087, 
a[17][29] = 0.744681, 
a[17][30] = 0.729167, 
a[17][31] = 0.714286, 
a[17][32] = 0.7, 
a[17][33] = 0.686275, 
a[17][34] = 0.673077, 
a[17][35] = 0.660377, 
a[17][36] = 0.648148, 
a[17][37] = 0.636364, 
a[17][38] = 0.625, 
a[17][39] = 0.614035, 
a[17][40] = 0.603448, 
a[17][41] = 0.59322, 
a[17][42] = 0.583333, 
a[17][43] = 0.57377, 
a[17][44] = 0.564516, 
a[17][45] = 0.555556, 
a[17][46] = 0.546875, 
a[17][47] = 0.538462, 
a[17][48] = 0.530303, 
a[17][49] = 0.522388, 

a[21][0] = 0.0454545, 
a[21][1] = 0.020751, 
a[21][2] = 0.0109519, 
a[21][3] = 0.00705918, 
a[21][4] = 0.00499556, 
